spotify_id,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence
5T8EDUDqKcs6OSOwEsfqG7,0.05,0.56,0.87,0.0,0.77,-5,0.16,156,0.6
4rDbp1vnvEhieiccprPMdI,0.19,0.5,0.69,0.0,0.22,-7,0.06,112,0.36
5vdp5UmvTsnMEMESIF2Ym7,0.11,0.93,0.53,0.31,0.16,-6,0.16,110,0.75
2fuCquhmrzHpu5xcA1ci9x,0.43,0.67,0.71,0.0,0.1,-8,0.05,114,0.46
6Y3WvyUG9iE5bQYg38SPtQ,0.07,0.73,0.7,0.0,0.26,-6,0.1,147,0.67
3aw9iWUQ3VrPQltgwvN9Xu,0.13,0.91,0.55,0.0,0.09,-4,0.05,93,0.97
3Lk7RWStfLaHG7lXsuS87j,0.08,0.34,0.88,0.0,0.13,-3,0.08,186,0.26
5TRPicyLGbAF2LGBFbHGvO,0.04,0.64,0.63,0.0,0.39,-8,0.04,90,0.43
4EWCNWgDS8707fNSZ1oaA5,0.05,0.79,0.65,0.0,0.25,-6,0.14,88,0.65
1ZHYJ2Wwgxes4m8Ba88PeK,0.0,0.63,0.69,0.01,0.67,-6,0.2,125,0.1
7rbECVPkY5UODxoOUVKZnA,0.14,0.54,0.47,0.0,0.13,-9,0.08,191,0.13
2ymeOsYijJz09LfKw3yM2x,0.46,0.65,0.68,0.0,0.34,-13,0.03,127,0.97
1CAO7hiNOxJRPW4nFv2aRO,0.37,0.67,0.67,0.03,0.21,-14,0.05,120,0.83
1JQ6Xm1JrvHfvAqhl5pwaA,0.11,0.59,0.39,0.0,0.06,-15,0.03,133,0.36
5VJjhHyG8NZ5xdgG6uTb3P,0.07,0.83,0.78,0.02,0.03,-10,0.06,108,0.63
5xl5582IihbEZAnfj0xyso,0.27,0.77,0.83,0.02,0.07,-8,0.06,96,0.76
015qd1I4v00JIoK7yOUgKC,0.76,0.71,0.44,0.0,0.1,-12,0.05,90,0.4
1Eb90nmqTrxylKFhcUzW8P,0.08,0.53,0.36,0.0,0.06,-13,0.03,131,0.3
0GONea6G2XdnHWjNZd6zt3,0.02,0.51,0.83,0.0,0.07,-6,0.04,139,0.77
7Ewz6bJ97vUqk5HdkvguFQ,0.05,0.38,0.59,0.0,0.12,-7,0.03,140,0.33
5IgjP7X4th6nMNDh4akUHb,0.02,0.76,0.56,0.0,0.18,-9,0.04,117,0.37
6XHVuErjQ4XNm6nDPVCxVX,0.12,0.7,0.45,0.0,0.16,-7,0.15,93,0.14
7snQQk1zcKl8gZ92AnueZW,0.09,0.45,0.95,0.08,0.11,-5,0.05,125,0.62
0G21yYKMZoHa30cYVi1iA8,0.02,0.45,0.99,0.28,0.27,-4,0.09,124,0.32
3YRCqOhFifThpSRFJ1VWFM,0.02,0.29,0.64,0.22,0.11,-9,0.03,80,0.23
6eN1f9KNmiWEhpE2RhQqB5,0.02,0.27,0.98,0.01,0.18,-6,0.1,100,0.39
4JiEyzf0Md7KEFFGWDDdCr,0.02,0.5,0.74,0.0,0.11,-7,0.04,132,0.38
0PdM2a6oIjqepoEfcJo0RO,0.0,0.27,0.95,0.0,0.28,-5,0.1,85,0.57
2PFIZFcGry0po3ZfRZkzKc,0.03,0.66,0.85,0.01,0.2,-6,0.03,107,0.66
18URo35acNKRTHfEdjTcGn,0.0,0.6,0.88,0.63,0.06,-7,0.05,124,0.62
4qjscZh4jfhkpcQG4ZQfi2,0.0,0.58,0.92,0.02,0.19,-5,0.05,120,0.61
2olVm1lHicpveMAo4AUDRB,0.1,0.77,0.83,0.0,0.1,-5,0.03,119,0.96
2cFl7utlqyZjCXN1G5nRvA,0.09,0.7,0.54,0.0,0.04,-11,0.03,121,0.63
648BMGrt98kUbLo24A4vgj,0.0,0.67,0.78,0.0,0.14,-11,0.03,141,0.96
57BrRMwf9LrcmuOsyGilwr,0.05,0.58,0.7,0.0,0.54,-6,0.03,105,0.3
2nLtzopw4rPReszdYBJU6h,0.0,0.49,0.87,0.0,0.48,-4,0.04,110,0.21
60a0Rd6pjrkxjPbaKzXjfq,0.01,0.56,0.86,0.0,0.21,-6,0.06,105,0.4
0OYcEfskah1egYHjYRvbg1,0.01,0.53,0.38,0.02,0.11,-8,0.03,110,0.06
5JHNg1hxZFT7TDEphhM4wj,0.04,0.49,0.96,0.0,0.55,-4,0.13,170,0.32
17PXXzOygMyXXUNLngVN5u,0.88,0.54,0.11,0.01,0.11,-21,0.03,141,0.61
6zV8IpLvw0tkRSVCFQJB1y,0.8,0.69,0.2,0.03,0.09,-19,0.03,92,0.48
1oht5GevPN9t1T3kG1m1GO,0.77,0.6,0.27,0.01,0.09,-17,0.04,76,0.34
5WOLghNew2YKZO96gYoM7p,0.12,0.58,0.27,0.0,0.13,-15,0.03,75,0.35
20OFwXhEXf12DzwXmaV7fj,0.06,0.51,0.77,0.0,0.06,-6,0.03,179,0.94
5DnT9a5IM3eMjKgXTWVJvi,0.09,0.74,0.47,0.0,0.19,-13,0.03,116,0.89
4BP3uh0hFLFRb5cjsgLqDh,0.2,0.64,0.66,0.01,0.15,-8,0.04,133,0.66
2gE95JskwQ1pCACTpGe1Db,0.58,0.86,0.54,0.0,0.07,-9,0.08,108,0.87
17S4XrLvF5jlGvGCJHgF51,0.21,0.65,0.77,0.0,0.36,-10,0.03,117,0.95
3dmqIB2Qxe2XZobw9gXxJ6,0.03,0.46,0.65,0.0,0.33,-9,0.06,170,0.53
53LwBS4bovyljsMlLqGfd6,0.45,0.55,0.82,0.0,0.37,-6,0.03,115,0.78
4mcZYzoGwPRDdhWVlygiHf,0.03,0.58,0.71,0.0,0.07,-5,0.03,116,0.76
1HfB7BLeW5XXIJ9sjCaL5U,0.4,0.63,0.35,0.0,0.12,-8,0.04,114,0.69
0qxYx4F3vm1AOnfux6dDxP,0.18,0.78,0.76,0.01,0.08,-8,0.05,128,0.82
6vxHp3CDNo0afgKGp2yi1E,0.25,0.63,0.82,0.0,0.1,-11,0.13,105,0.8
7ygBd6XOHoCzIOEL147xbz,0.85,0.53,0.17,0.03,0.2,-18,0.03,94,0.15
6Qb7gtV6Q4MnUjSbkFcopl,0.17,0.82,0.37,0.0,0.08,-13,0.08,102,0.29
47BBI51FKFwOMlIiX6m8ya,0.26,0.69,0.69,0.0,0.15,-6,0.03,99,0.48
3UpS7kBnkVQYG13pDDFTC4,0.28,0.8,0.8,0.0,0.22,-5,0.03,98,0.83
6gsFth2s4hP8zXHSqNcsuY,0.09,0.52,0.59,0.0,0.15,-6,0.03,162,0.34
0b4M7hd7mzLTm99MrMeZsp,0.0,0.36,0.84,0.0,0.24,-5,0.12,100,0.08
66TxPMqbyDLJOusYH4o93n,0.01,0.5,0.86,0.0,0.26,-5,0.29,102,0.34
0EHR9OObFtjlhQB8wSt1m7,0.24,0.92,0.55,0.0,0.08,-5,0.19,112,0.95
2ZiMQKIieJ7GTRYnO8fP8p,0.22,0.4,0.75,0.0,0.53,-6,0.09,146,0.25
4lnnde7PnrXR3pUzQKBe6X,0.0,0.43,0.87,0.0,0.09,-1,0.06,162,0.2
10RQKVSr4rS0coExTmi4dF,0.02,0.45,0.89,0.0,0.08,-3,0.06,140,0.1
0ZUo4YjG4saFnEJhdWp9Bt,0.27,0.52,0.75,0.0,0.12,-3,0.04,148,0.29
3lec3CzDPAxsZokPph5w87,0.67,0.36,0.52,0.0,0.11,-4,0.03,77,0.14
1IcR6RlgvDczfvoWJSSY2A,0.77,0.24,0.6,0.0,0.12,-8,0.04,202,0.78
1Wf14bTyb6UeKojy8ykPYm,0.83,0.46,0.4,0.0,0.19,-14,0.04,149,0.7
24AIahNHzBxm9S12peXbnG,0.86,0.28,0.21,0.0,0.12,-16,0.03,96,0.2
0PsbWiVtix5FoTZ1s00mEl,0.1,0.32,0.34,0.0,0.1,-16,0.04,120,0.14
3WvIE0r15DpLbcHvBT3rdB,0.62,0.52,0.05,0.0,0.16,-20,0.05,73,0.38
1CQqupcyMg7176PPmIVmSj,0.02,0.49,0.55,0.0,0.07,-12,0.03,106,0.66
6T0gaMfEfNWXZCGQKh1wlo,0.73,0.31,0.03,0.0,0.16,-22,0.04,121,0.14
0HEmnAUT8PHznIAAmVXqFJ,0.01,0.89,0.48,0.0,0.07,-12,0.12,96,0.61
1wZ7o1mZysv1l26ZWawVfW,0.13,0.68,0.9,0.0,0.06,-8,0.05,92,0.89
2goLsvvODILDzeeiT4dAoR,0.01,0.65,0.92,0.0,0.05,-7,0.05,133,0.46
6mYrhCAGWzTdF8QnKuchXM,0.24,0.66,0.57,0.0,0.12,-10,0.03,108,0.5
144JMbvbR5txNzoZ112wo4,0.05,0.59,0.92,0.0,0.29,-6,0.1,125,0.59
6qspW4YKycviDFjHBOaqUY,0.31,0.77,0.51,0.0,0.08,-7,0.08,172,0.76
1KGi9sZVMeszgZOWivFpxs,0.03,0.74,0.68,0.0,0.07,-4,0.1,93,0.59
1aWV3uY3SIEZVbmv45oFWS,0.02,0.81,0.46,0.0,0.05,-10,0.04,93,0.8
2mqaYmF0XmV8egZB6jQOtN,0.45,0.69,0.74,0.0,0.09,-3,0.04,125,0.66
3x2ksaXI6EZUWidE2BiLXy,0.36,0.59,0.49,0.0,0.09,-9,0.04,134,0.63
0pdfN7nOHMYmKykzu1cyfm,0.21,0.59,0.73,0.0,0.15,-9,0.04,78,0.78
7r91bpZvftQAk6EfdSdwXq,0.11,0.75,0.85,0.0,0.1,-6,0.05,125,0.97
7Ar4G7Ci11gpt6sfH9Cgz5,0.22,0.65,0.6,0.0,0.07,-13,0.03,106,0.91
7cy1bEJV6FCtDaYpsk8aG6,0.32,0.62,0.91,0.0,0.08,-8,0.04,146,0.75
2yBVeksU2EtrPJbTu4ZslK,0.28,0.76,0.38,0.0,0.05,-15,0.04,121,0.99
4nXkbcTj3nyww1cHkw5RAP,0.09,0.57,0.91,0.0,0.06,-7,0.04,117,0.84
1Yv97ENCydLPABqsC2nGtb,0.06,0.74,0.5,0.0,0.05,-13,0.03,104,0.97
7sqK6f8dHVx3Q1GjFrVyGl,0.65,0.7,0.47,0.0,0.13,-8,0.04,118,0.69
3hqsBLMAqJqrhr434Z7WlA,0.51,0.51,0.09,0.0,0.1,-23,0.03,144,0.4
6ZSTinOwx5dKFYc6iYyGDn,0.8,0.41,0.17,0.0,0.12,-17,0.05,133,0.38
7IsXXgpowAB48crGjV1oGb,0.89,0.44,0.1,0.0,0.11,-23,0.03,102,0.54
62Yu8QL1g9pdbvN4XL9Rah,0.83,0.38,0.08,0.0,0.11,-18,0.03,155,0.56
6oMZhY0f1ReI6AJDDYfuSb,0.86,0.44,0.07,0.0,0.11,-20,0.03,97,0.26
1dgWTMoHwTUnQhOQ8SR5fV,0.05,0.78,0.59,0.0,0.04,-7,0.08,85,0.85
5pgmgHNxiq9w9XuthMKzJS,0.0,0.58,0.91,0.0,0.09,-7,0.04,138,0.48
0hlou0hEfL2aS9FpJMX2OW,0.0,0.53,0.7,0.0,0.12,-5,0.03,84,0.3
6n6OQfBpCgzF9oEg8zhBN7,0.1,0.63,0.8,0.0,0.17,-6,0.05,92,0.35
1urmwhtXPiakhcqvqUi3rp,0.25,0.57,0.57,0.0,0.07,-7,0.04,116,0.31
2n4uOdMHzEvcZ0KP7iQnay,0.01,0.81,0.9,0.22,0.1,-6,0.06,119,0.55
0DlVOdK5GJtnom4nI3EOz5,0.04,0.88,0.42,0.0,0.08,-7,0.36,77,0.9
59q0gDvWPoL2DQ1SAt5ZLY,0.0,0.68,0.77,0.0,0.1,-2,0.04,83,0.33
7iL6o9tox1zgHpKUfh9vuC,0.26,0.9,0.71,0.0,0.07,-3,0.37,90,0.78
5dUMh0ugelpKfoFp3qChuK,0.7,0.6,0.57,0.0,0.51,-13,0.14,173,0.96
2xar08Fq5xra2KKZs5Bw9j,0.83,0.56,0.61,0.0,0.26,-5,0.21,199,0.67
1AGU94UmRrDst2T9C5pEvI,0.03,0.52,0.76,0.0,0.14,-5,0.04,162,0.65
2zFdsAIk9r2Mi7Lmm1w3sM,0.24,0.6,0.66,0.01,0.1,-9,0.03,175,0.77
0xpBr84T3FTm9j4D1MdPtk,0.19,0.62,0.93,0.0,0.17,-7,0.03,131,0.85
0No5Hr1LxZjJHGsQSTy2bm,0.47,0.91,0.53,0.0,0.04,-10,0.05,108,0.91
6twIBPybEvGydyNzNz89FT,0.02,0.61,0.93,0.0,0.33,-8,0.04,115,0.67
1JSTJqkT5qHq8MDJnJbRE1,0.54,0.82,0.45,0.0,0.07,-10,0.03,117,0.74
3EYOJ48Et32uATr9ZmLnAo,0.04,0.62,0.75,0.0,0.05,-9,0.36,134,0.66
1oYYd2gnWZYrt89EBXdFiO,0.03,0.58,0.81,0.0,0.22,-7,0.04,151,0.87
44aTAUBF0g6sMkMNE8I5kd,0.12,0.56,0.77,0.06,0.12,-10,0.03,82,0.43
2Fs18NaCDuluPG1DHGw1XG,0.0,0.58,0.95,0.0,0.22,-4,0.07,103,0.66
4YjjNHtEsTX6Af4mCTupT5,0.67,0.58,0.45,0.0,0.16,-6,0.03,136,0.34
4bVuIlGQBMWS7vIhcx8Ae4,0.01,0.54,0.67,0.0,0.27,-5,0.03,136,0.33
6KCUliK0a3lHcMiGaqNdHR,0.26,0.61,0.8,0.0,0.19,-6,0.04,90,0.53
2HRbnflWz1K17PhfdxH6w2,0.04,0.73,0.86,0.0,0.11,-5,0.14,65,0.54
6o3MvjWfF0jczTzPRcfZsK,0.06,0.56,0.64,0.0,0.12,-5,0.26,172,0.18
4aMT5LHe8A2uIc11H8Cx2m,0.12,0.79,0.86,0.11,0.06,-8,0.05,122,0.91
0tzixmHNQfE6S6SirSToxW,0.64,0.3,0.57,0.0,0.2,-8,0.04,79,0.29
53wDkiyFwtOxjRaZOCdy48,0.08,0.54,0.69,0.0,0.09,-9,0.03,121,0.56
7LD74EByP1gBD2FynoIGSL,0.01,0.47,0.84,0.0,0.32,-6,0.03,131,0.9
4wswaG5vmNINMZcVBsAyBP,0.46,0.76,0.85,0.0,0.49,-7,0.04,149,0.96
59kHPbwyyCApYA8RQQEuXm,0.36,0.61,0.71,0.0,0.16,-10,0.04,175,0.82
1hP3y3sr31ZVe1pJnqiKsJ,0.22,0.71,0.77,0.0,0.2,-7,0.04,125,0.89
0Fe1qL6qvgt6m71BoUUG3V,0.68,0.56,0.32,0.0,0.19,-10,0.03,126,0.26
0yftAXSqtZoHdgrXjSuZwz,0.23,0.55,0.26,0.0,0.14,-15,0.03,136,0.15
5JVlu41jJTVVD8HnkcslNZ,0.99,0.25,0.04,0.87,0.12,-30,0.05,178,0.76
4qYMcUZzsIYRNi7LnVV90v,0.08,0.33,0.03,0.01,0.38,-12,0.27,213,0.97
4lYaAFLiZMxrqHUijf83ZR,0.92,0.48,0.06,0.15,0.1,-21,0.03,98,0.7
6SDJcDg0BzVOuUGT0WEYKP,0.94,0.53,0.18,0.0,0.71,-18,0.04,73,0.81
0rOGlWeH0drBxhO2oEvsqr,1.0,0.43,0.08,0.87,0.1,-28,0.05,131,0.29
4DphT1rljbJjbK9WdrR1zI,0.97,0.42,0.12,0.65,0.14,-18,0.03,75,0.09
31IogzJ6J55FjbJhKT9PBy,0.75,0.65,0.12,0.0,0.09,-17,0.05,132,0.6
16pUlUFjyp6BtDtxC0i9ch,0.93,0.47,0.22,0.0,0.35,-14,0.03,137,0.56
5sJnwwIjhid95JI3zShd6A,0.88,0.63,0.16,0.0,0.22,-14,0.05,142,0.64
7wnm2J7SGOMLv7oycQZzDc,0.97,0.66,0.12,0.0,0.08,-15,0.06,126,0.68
5Y8QJVMu9MWziD2IgujriR,0.82,0.33,0.17,0.78,0.11,-22,0.03,70,0.89
3Hx5E6ObUjkNBLQM0x37cA,0.87,0.43,0.16,0.0,0.12,-23,0.06,81,0.82
7DKjnQH7yeCUPXX88Hh12p,0.89,0.4,0.18,0.0,0.07,-13,0.07,204,0.84
4Qj9e2yydpmjA3qSJv58Se,0.94,0.58,0.19,0.52,0.13,-22,0.04,131,0.87
4IkWzcb7Zaarlz1lmiKNPE,1.0,0.75,0.15,0.0,0.12,-14,0.05,95,0.92
7xQiq1lCtwkJdI3zni9BZp,0.66,0.65,0.21,0.0,0.11,-12,0.12,97,0.67
1fQ2pN9MLxxi399nlHEth7,0.91,0.66,0.22,0.0,0.35,-15,0.13,102,0.72
3rTnGUeDrnZV22DvRuUuXr,0.22,0.44,0.23,0.06,0.09,-11,0.03,148,0.08
1xlHJbC2DE2aWDTlqFw81u,0.11,0.74,0.24,0.66,0.12,-17,0.08,140,0.93
3i8j2dKXChkErfi8jsDDuH,0.85,0.68,0.24,0.0,0.05,-11,0.04,172,0.96
1yJzoX4xPsACzVxUarXRKa,0.85,0.2,0.01,0.0,0.11,-32,0.03,84,0.3
0S0YKiEdR9cT9pYgEaTevF,0.99,0.09,0.04,0.86,0.08,-24,0.05,84,0.04
1ZwJALwnYbeHdEVCNVmniz,0.01,0.22,0.01,0.0,0.16,-6,0.06,138,0.97
2rIqbiRDXuiWxFHfLgzYRe,0.99,0.33,0.02,0.92,0.07,-28,0.06,70,0.04
0aWMVrwxPNYkKmFthzmpRi,0.81,0.42,0.02,0.0,0.1,-25,0.04,110,0.15
6yLkOiVYKaBw4DdHbH9r4n,0.99,0.47,0.04,0.87,0.2,-27,0.1,80,0.94
2Bsnj9KAmtYz8PW9RImef7,0.77,0.12,0.13,0.91,0.11,-18,0.04,81,0.07
4tHqQMWSqmL6YjXwsqthDI,0.99,0.42,0.11,0.03,0.18,-23,0.04,47,0.8
75lWQzF7y0FY9380G3gEZ9,0.93,0.17,0.11,0.0,0.3,-15,0.03,139,0.15
0sFvItEeMstcUyZCleYgyj,0.55,0.68,0.44,0.0,0.2,-9,0.35,110,0.03
3MWToltSqef5lgDt0pO16p,0.05,0.46,0.78,0.94,0.66,-8,0.04,102,0.03
6qVXkG01rBYGfxIndGOQ3z,0.06,0.35,0.77,0.03,0.12,-4,0.05,192,0.04
70jtjJHtVBPuxllGPCWxnX,0.0,0.31,0.94,0.91,0.1,-4,0.05,174,0.04
65kp3OFn7JXbCvkm3m2Ui2,0.42,0.27,0.64,0.0,0.09,-5,0.07,75,0.04
6yHx2dNnWb1fEChGoulEVc,0.0,0.44,0.99,0.0,0.37,-4,0.11,140,0.19
07ceEXOyS7ghQkyCOycXwP,0.0,0.45,0.99,0.03,0.47,-3,0.11,140,0.11
